variant,algorithm,block_size,phase,repetition,status,bytes_per_second,elapsed_seconds
balanced,SHA-512,1024,measure,1,OK,412481536.0,1.0177919679999832
optimized,AES-128-CBC,1024,measure,1,OK,227941376.0,1.0174422879999838
optimized,ChaCha20-Poly1305,8192,measure,1,OK,385277952.0,1.0171697109999513
balanced,ChaCha20-Poly1305,16,measure,1,OK,70806928.0,1.0177678820000438
llvm,SHA-512,64,measure,1,OK,250153344.0,1.0175549489999867
ollvm-full,AES-128-CBC,256,measure,1,OK,34483968.0,1.1171891869998944
optimized,ChaCha20-Poly1305,16,measure,1,OK,79137968.0,1.0177902880000147
optimized,ChaCha20-Poly1305,1024,measure,1,OK,367769600.0,1.0169784299996536
optimized,ChaCha20-Poly1305,256,measure,1,OK,328741888.0,1.0171442289997685
llvm,ChaCha20-Poly1305,16,measure,1,OK,351071392.0,1.0174634559998594
optimized,AES-128-CBC,16,measure,1,OK,86422640.0,1.0172396130001289
gcc,SHA-512,16384,measure,1,OK,692125696.0,1.017473656999755
ollvm-full,SHA-512,64,measure,1,OK,9138230.3,1.1177492270003313
balanced,SHA-512,16384,measure,1,OK,628375552.0,1.0179720229998566
llvm,SHA-512,16384,measure,2,OK,655605760.0,1.0177108630000475
llvm,SHA-512,1024,measure,2,OK,575361024.0,1.0172013430001243
optimized,SHA-512,8192,measure,2,OK,240695854.55,1.0176117759997396
balanced,SHA-512,8192,measure,2,OK,597237760.0,1.0174355839999407
ollvm-full,ChaCha20-Poly1305,16,measure,2,OK,8747616.0,1.1181637380000211
llvm,ChaCha20-Poly1305,8192,measure,2,OK,516542836.36,1.0179586700000982
ollvm-full,AES-128-CBC,16,measure,2,OK,8891571.72,1.1180877199999486
balanced,ChaCha20-Poly1305,64,measure,2,OK,204081024.0,1.0171410030002335
llvm,ChaCha20-Poly1305,16384,measure,2,OK,513638400.0,1.0170688650000557
llvm,AES-128-CBC,8192,measure,2,OK,414040064.0,1.0169998299998042
ollvm-full,SHA-512,16,measure,2,OK,2291216.0,1.1171854350000103
balanced,SHA-512,16,measure,2,OK,19703568.0,1.0178526660001808
gcc,ChaCha20-Poly1305,64,measure,2,OK,451399488.0,1.0172862489998806
ollvm-full,ChaCha20-Poly1305,64,measure,2,OK,28663789.9,1.1183788949997506
llvm,AES-128-CBC,16,measure,2,OK,383695951.52,1.0186774159997185
llvm,AES-128-CBC,256,measure,2,OK,411669248.0,1.0175927260002027
balanced,ChaCha20-Poly1305,1024,measure,2,OK,373221376.0,1.0170862559998568
gcc,SHA-512,1024,measure,2,OK,598028412.12,1.0173400260000562
gcc,SHA-512,256,measure,2,OK,401095936.0,1.0171686280000358
balanced,SHA-512,64,measure,2,OK,79177856.0,1.0173750429999018
gcc,ChaCha20-Poly1305,16,measure,2,OK,340535056.0,1.0171123129998705
ollvm-full,ChaCha20-Poly1305,256,measure,2,OK,56941381.82,1.1178517120001743
llvm,AES-128-CBC,1024,measure,2,OK,414994432.0,1.0173580020000372
balanced,AES-128-CBC,16384,measure,2,OK,372129792.0,1.017231332999927
gcc,ChaCha20-Poly1305,1024,measure,2,OK,502533120.0,1.0175862800001596
gcc,ChaCha20-Poly1305,8192,measure,2,OK,506789888.0,1.0178795289998561
balanced,ChaCha20-Poly1305,256,measure,2,OK,328877056.0,1.0167855109998527
optimized,ChaCha20-Poly1305,1024,measure,2,OK,367791104.0,1.0171587989998443
balanced,AES-128-CBC,256,measure,2,OK,312068352.0,1.0173262730004353
ollvm-full,SHA-512,1024,measure,2,OK,79025152.0,1.1171522800000275
ollvm-full,AES-128-CBC,8192,measure,2,OK,44113920.0,1.1184549720001087
ollvm-full,AES-128-CBC,64,measure,2,OK,21611328.0,1.1181622280000738
gcc,SHA-512,16,measure,2,OK,58562656.0,1.0169934740001736
llvm,AES-128-CBC,16384,measure,2,OK,418950464.65,1.0166589809996367
optimized,SHA-512,16,measure,2,OK,12596528.0,1.0164722710001115
balanced,SHA-512,1024,measure,2,OK,411070464.0,1.017020266000145
llvm,SHA-512,8192,measure,2,OK,629981184.0,1.016700278999906
optimized,SHA-512,1024,measure,2,OK,185096192.0,1.0165206299998317
balanced,ChaCha20-Poly1305,16384,measure,2,OK,403800064.0,1.0167313609999837
optimized,ChaCha20-Poly1305,256,measure,2,OK,331922359.6,1.0166300840000986
balanced,ChaCha20-Poly1305,16,measure,2,OK,70193904.0,1.016673284999797
optimized,SHA-512,64,measure,2,OK,50181760.0,1.0169830109998657
llvm,ChaCha20-Poly1305,1024,measure,2,OK,507259904.0,1.0173283589997482
gcc,SHA-512,16384,measure,2,OK,684998656.0,1.0173634589996254
optimized,ChaCha20-Poly1305,8192,measure,2,OK,386965504.0,1.0169758390002244
llvm,ChaCha20-Poly1305,256,measure,2,OK,503620608.0,1.0174597630002609
gcc,SHA-512,8192,measure,2,OK,678879232.0,1.0172577240000464
llvm,ChaCha20-Poly1305,16,measure,2,OK,351390672.0,1.0170051879999846
ollvm-full,SHA-512,256,measure,2,OK,29496320.0,1.117083243000252
balanced,ChaCha20-Poly1305,8192,measure,2,OK,402759680.0,1.0179935849996582
gcc,AES-128-CBC,64,measure,2,OK,377629888.0,1.017434635000427
optimized,AES-128-CBC,1024,measure,2,OK,227425280.0,1.0168795180002235
optimized,AES-128-CBC,64,measure,2,OK,161394048.0,1.0173120109998308
optimized,SHA-512,16384,measure,2,OK,241647616.0,1.0171379200000956
llvm,ChaCha20-Poly1305,64,measure,2,OK,478429440.0,1.0175858299999163
optimized,ChaCha20-Poly1305,16384,measure,2,OK,387973120.0,1.0177266529999542
gcc,AES-128-CBC,16,measure,2,OK,356496768.0,1.0169220810003026
ollvm-full,SHA-512,16384,measure,2,OK,168050688.0,1.1174718060001396
balanced,AES-128-CBC,1024,measure,2,OK,356334592.0,1.0678941409996696
ollvm-full,ChaCha20-Poly1305,16384,measure,2,OK,84468622.22,1.1176132360001247
optimized,AES-128-CBC,8192,measure,2,OK,241491968.0,1.0165419279996968
balanced,SHA-512,16384,measure,2,OK,634044250.51,1.0161879759998556
balanced,AES-128-CBC,8192,measure,2,OK,370352128.0,1.0176364419999118
llvm,SHA-512,64,measure,2,OK,250497810.1,1.017226975000085
optimized,AES-128-CBC,256,measure,2,OK,211269120.0,1.0176266359999318
ollvm-full,SHA-512,64,measure,2,OK,9153984.0,1.1187054430001808
gcc,AES-128-CBC,256,measure,2,OK,380544512.0,1.0181600989999424
llvm,SHA-512,256,measure,2,OK,396271104.0,1.0172593219999726
gcc,SHA-512,64,measure,2,OK,233982080.0,1.0174873460000526
balanced,SHA-512,256,measure,2,OK,208594688.0,1.0174218659999497
optimized,ChaCha20-Poly1305,16,measure,2,OK,79368368.0,1.0169786410001507
gcc,AES-128-CBC,8192,measure,2,OK,383238144.0,1.0180991749998611
ollvm-full,AES-128-CBC,256,measure,2,OK,34309376.0,1.1175733620002575
llvm,AES-128-CBC,64,measure,2,OK,402318656.0,1.0180721470001117
balanced,AES-128-CBC,64,measure,2,OK,214878144.0,1.017728908999743
optimized,SHA-512,256,measure,2,OK,111130892.93,1.0172122320000199
ollvm-full,ChaCha20-Poly1305,1024,measure,2,OK,74461184.0,1.1176882780000597
optimized,ChaCha20-Poly1305,64,measure,2,OK,224837568.0,1.0170087750002494
ollvm-full,AES-128-CBC,16384,measure,2,OK,44154052.53,1.1171265769999081
balanced,AES-128-CBC,16,measure,2,OK,96121504.0,1.0181251500002872
gcc,ChaCha20-Poly1305,256,measure,2,OK,487310222.22,1.0172204800001055
gcc,AES-128-CBC,16384,measure,2,OK,383221760.0,1.0166330439997182
ollvm-full,AES-128-CBC,1024,measure,2,OK,41486336.0,1.1176687529996343
llvm,SHA-512,16,measure,2,OK,63273987.88,1.0176511170002414
gcc,AES-128-CBC,1024,measure,2,OK,384377856.0,1.0173207080001703
gcc,ChaCha20-Poly1305,16384,measure,2,OK,502726656.0,1.0174642199999653
optimized,AES-128-CBC,16384,measure,2,OK,235323392.0,1.017106872000113
optimized,AES-128-CBC,16,measure,2,OK,89060624.0,1.016832649999742
ollvm-full,SHA-512,8192,measure,2,OK,155844608.0,1.1175422669998625
ollvm-full,ChaCha20-Poly1305,8192,measure,2,OK,83012266.67,1.1184352079999371
balanced,SHA-512,16,measure,3,OK,19761168.0,1.0177515169998514
gcc,AES-128-CBC,256,measure,3,OK,385609179.8,1.0174913679998099
optimized,SHA-512,64,measure,3,OK,50350912.0,1.0178533800003606
ollvm-full,ChaCha20-Poly1305,1024,measure,3,OK,74238976.0,1.118545339999855
ollvm-full,AES-128-CBC,8192,measure,3,OK,43294720.0,1.1191677580000032
llvm,ChaCha20-Poly1305,16,measure,3,OK,351570528.0,1.0180423820002034
gcc,AES-128-CBC,16,measure,3,OK,357187824.0,1.0178970209999534
llvm,SHA-512,8192,measure,3,OK,644390912.0,1.0167664149998927
optimized,AES-128-CBC,256,measure,3,OK,214608678.79,1.0171667039999193
optimized,SHA-512,16384,measure,3,OK,241532928.0,1.017764962000001
balanced,ChaCha20-Poly1305,256,measure,3,OK,330411701.01,1.0170476779999262
ollvm-full,AES-128-CBC,16384,measure,3,OK,44683636.36,1.1168864809997103
gcc,ChaCha20-Poly1305,256,measure,3,OK,481471612.12,1.0175410140000167
llvm,AES-128-CBC,64,measure,3,OK,404206848.0,1.0173682330000702
gcc,SHA-512,1024,measure,3,OK,581969920.0,1.0168040589996963
llvm,AES-128-CBC,1024,measure,3,OK,412730368.0,1.0172114309998506
optimized,SHA-512,16,measure,3,OK,12668266.67,1.0170146780001232
optimized,SHA-512,256,measure,3,OK,110542336.0,1.016907256000195
optimized,AES-128-CBC,16384,measure,3,OK,235831296.0,1.0172162170001684
llvm,ChaCha20-Poly1305,8192,measure,3,OK,518247434.34,1.017466307000177
optimized,ChaCha20-Poly1305,1024,measure,3,OK,367935488.0,1.017470097000114
ollvm-full,AES-128-CBC,1024,measure,3,OK,41094144.0,1.1176122709998708
gcc,ChaCha20-Poly1305,16,measure,3,OK,344085866.67,1.017972871999973
llvm,AES-128-CBC,8192,measure,3,OK,414130176.0,1.0175935560000653
gcc,SHA-512,64,measure,3,OK,233431616.0,1.0178437249996932
llvm,ChaCha20-Poly1305,64,measure,3,OK,480548992.0,1.0173982159999468
balanced,AES-128-CBC,16384,measure,3,OK,373669888.0,1.0172973550002098
ollvm-full,SHA-512,256,measure,3,OK,29871104.0,1.1182458640000732
ollvm-full,ChaCha20-Poly1305,16,measure,3,OK,8817440.0,1.1185048880001887
optimized,ChaCha20-Poly1305,16384,measure,3,OK,384712704.0,1.0181970119997459
ollvm-full,AES-128-CBC,16,measure,3,OK,8594278.79,1.117728862000149
ollvm-full,ChaCha20-Poly1305,256,measure,3,OK,55863808.0,1.1181644019998203
optimized,ChaCha20-Poly1305,64,measure,3,OK,226143424.0,1.0182064430000537
balanced,AES-128-CBC,256,measure,3,OK,311553024.0,1.017973602999973
ollvm-full,ChaCha20-Poly1305,64,measure,3,OK,28373696.0,1.117934346000311
optimized,ChaCha20-Poly1305,16,measure,3,OK,79456144.0,1.0176208279999628
gcc,AES-128-CBC,1024,measure,3,OK,384224256.0,1.0174646620002932
gcc,AES-128-CBC,64,measure,3,OK,378059264.0,1.0171124450002935
optimized,AES-128-CBC,1024,measure,3,OK,229494784.0,1.01725495699975
optimized,SHA-512,1024,measure,3,OK,186600448.0,1.0179215359999034
llvm,SHA-512,1024,measure,3,OK,566646784.0,1.0175280850003219
ollvm-full,SHA-512,8192,measure,3,OK,158646272.0,1.1185243850000006
ollvm-full,SHA-512,16,measure,3,OK,2322384.0,1.1190432690000307
balanced,SHA-512,256,measure,3,OK,209590016.0,1.0180397549997906
optimized,AES-128-CBC,64,measure,3,OK,162427520.0,1.0180752780001967
ollvm-full,AES-128-CBC,256,measure,3,OK,35144960.0,1.1187706769997021
balanced,SHA-512,1024,measure,3,OK,413666304.0,1.018734079999831
balanced,AES-128-CBC,8192,measure,3,OK,371982336.0,1.017798665999635
balanced,SHA-512,8192,measure,3,OK,598704128.0,1.0177409700004318
ollvm-full,ChaCha20-Poly1305,16384,measure,3,OK,82460672.0,1.1179106340000544
balanced,ChaCha20-Poly1305,16384,measure,3,OK,401162240.0,1.0686221430000842
ollvm-full,SHA-512,16384,measure,3,OK,170606592.0,1.1183740639999087
balanced,AES-128-CBC,1024,measure,3,OK,355833856.0,1.017004917000122
llvm,AES-128-CBC,256,measure,3,OK,411152640.0,1.0184806040001604
llvm,ChaCha20-Poly1305,256,measure,3,OK,503567872.0,1.0186734869998872
llvm,AES-128-CBC,16,measure,3,OK,380172976.0,1.017874681000194
gcc,AES-128-CBC,8192,measure,3,OK,383705088.0,1.0180613029997403
optimized,ChaCha20-Poly1305,256,measure,3,OK,329350912.0,1.0165941670002212
balanced,ChaCha20-Poly1305,8192,measure,3,OK,399949824.0,1.0178652859999602
optimized,AES-128-CBC,16,measure,3,OK,89625066.67,1.0175167339998552
balanced,ChaCha20-Poly1305,16,measure,3,OK,75250224.0,1.016918307999731
balanced,SHA-512,16384,measure,3,OK,627867648.0,1.0182039060000534
llvm,ChaCha20-Poly1305,1024,measure,3,OK,509214720.0,1.0179209789998822
gcc,SHA-512,256,measure,3,OK,399727104.0,1.0182201820002774
ollvm-full,SHA-512,64,measure,3,OK,9043904.0,1.1179104510001707
llvm,SHA-512,256,measure,3,OK,393472000.0,1.0170296299997972
gcc,AES-128-CBC,16384,measure,3,OK,382664704.0,1.0172420570002032
balanced,ChaCha20-Poly1305,64,measure,3,OK,212033728.0,1.0173792020000292
balanced,AES-128-CBC,16,measure,3,OK,101855328.0,1.0180122900001152
gcc,SHA-512,8192,measure,3,OK,692008856.57,1.0181318159998227
llvm,SHA-512,64,measure,3,OK,253871936.0,1.0185106760000053
optimized,AES-128-CBC,8192,measure,3,OK,241278976.0,1.017913708999913
optimized,SHA-512,8192,measure,3,OK,238190592.0,1.0182042790002015
gcc,ChaCha20-Poly1305,8192,measure,3,OK,508043264.0,1.01793203599982
balanced,AES-128-CBC,64,measure,3,OK,216714816.0,1.0179625989999295
gcc,ChaCha20-Poly1305,1024,measure,3,OK,497508352.0,1.017993381999986
balanced,ChaCha20-Poly1305,1024,measure,3,OK,374720512.0,1.0180309170000328
llvm,AES-128-CBC,16384,measure,3,OK,413040640.0,1.01773865999985
gcc,ChaCha20-Poly1305,16384,measure,3,OK,505200640.0,1.0180001690000609
balanced,SHA-512,64,measure,3,OK,79323648.0,1.0170245560002513
llvm,SHA-512,16384,measure,3,OK,656490496.0,1.017718946000059
ollvm-full,AES-128-CBC,64,measure,3,OK,21784832.0,1.1173518030000196
optimized,ChaCha20-Poly1305,8192,measure,3,OK,387571712.0,1.017305013999703
ollvm-full,ChaCha20-Poly1305,8192,measure,3,OK,82010112.0,1.1173409780003567
gcc,SHA-512,16,measure,3,OK,58651507.07,1.0175552550003886
gcc,ChaCha20-Poly1305,64,measure,3,OK,451871872.0,1.017397469000116
gcc,SHA-512,16384,measure,3,OK,684851200.0,1.017916697000146
llvm,ChaCha20-Poly1305,16384,measure,3,OK,512851968.0,1.017512773999897
llvm,SHA-512,16,measure,3,OK,61644112.0,1.0176565100000516
ollvm-full,SHA-512,1024,measure,3,OK,78555136.0,1.1170868320000409
optimized,SHA-512,16384,measure,4,OK,240500736.0,1.0169850739998765
balanced,SHA-512,16384,measure,4,OK,622985216.0,1.0178129010000703
optimized,SHA-512,16,measure,4,OK,12700347.47,1.0172358170002553
gcc,ChaCha20-Poly1305,64,measure,4,OK,450422848.0,1.0175671139995757
balanced,ChaCha20-Poly1305,64,measure,4,OK,204209920.0,1.0173593170002277
ollvm-full,ChaCha20-Poly1305,16,measure,4,OK,8799312.0,1.1180686510001578
ollvm-full,ChaCha20-Poly1305,1024,measure,4,OK,74687488.0,1.1185008520001247
gcc,SHA-512,8192,measure,4,OK,678158336.0,1.0183068020000974
gcc,SHA-512,256,measure,4,OK,402112000.0,1.0174663590000819
gcc,AES-128-CBC,16384,measure,4,OK,384811008.0,1.0173306100000445
ollvm-full,AES-128-CBC,1024,measure,4,OK,41615360.0,1.1175463929998841
optimized,AES-128-CBC,256,measure,4,OK,213388288.0,1.0175294840000788
optimized,ChaCha20-Poly1305,8192,measure,4,OK,387383296.0,1.0173782450001454
optimized,ChaCha20-Poly1305,64,measure,4,OK,223454784.0,1.0174005419999048
ollvm-full,AES-128-CBC,64,measure,4,OK,21384512.0,1.1170086580000316
balanced,AES-128-CBC,256,measure,4,OK,311823872.0,1.017637774999912
ollvm-full,AES-128-CBC,256,measure,4,OK,35210343.43,1.1179927120001594
balanced,ChaCha20-Poly1305,16384,measure,4,OK,402800640.0,1.0170545699998002
optimized,SHA-512,1024,measure,4,OK,186890240.0,1.016834832999848
llvm,AES-128-CBC,16,measure,4,OK,379437472.0,1.0178708220000772
ollvm-full,SHA-512,16,measure,4,OK,2276544.0,1.1175073990002602
llvm,AES-128-CBC,64,measure,4,OK,406338048.0,1.0171446180002022
llvm,AES-128-CBC,256,measure,4,OK,417454028.28,1.0175786690001587
llvm,ChaCha20-Poly1305,256,measure,4,OK,505029376.0,1.0173680869997952
llvm,SHA-512,16,measure,4,OK,62626800.0,1.018025759000011
ollvm-full,ChaCha20-Poly1305,64,measure,4,OK,27950272.0,1.1178733840001769
llvm,SHA-512,256,measure,4,OK,396735094.95,1.018251920000239
balanced,AES-128-CBC,64,measure,4,OK,219290048.0,1.0172577490002368
llvm,SHA-512,1024,measure,4,OK,559808512.0,1.0172495849997176
balanced,SHA-512,64,measure,4,OK,79103552.0,1.0173240829999486
balanced,AES-128-CBC,8192,measure,4,OK,372228096.0,1.0169235210000807
optimized,AES-128-CBC,16,measure,4,OK,89054576.0,1.0165363130004152
llvm,AES-128-CBC,8192,measure,4,OK,412884992.0,1.0169346040001983
gcc,ChaCha20-Poly1305,16384,measure,4,OK,505249792.0,1.0166314600000987
ollvm-full,SHA-512,64,measure,4,OK,9144768.0,1.117205548000129
llvm,AES-128-CBC,1024,measure,4,OK,412122112.0,1.018685226999878
optimized,SHA-512,256,measure,4,OK,110493952.0,1.0174889370000528
balanced,SHA-512,256,measure,4,OK,209753088.0,1.0168944349998128
balanced,SHA-512,8192,measure,4,OK,598564864.0,1.0171138400000928
ollvm-full,SHA-512,16384,measure,4,OK,170475520.0,1.117573918999824
ollvm-full,SHA-512,256,measure,4,OK,29775360.0,1.1180196099999193
optimized,AES-128-CBC,64,measure,4,OK,162981760.0,1.0176965799996651
optimized,AES-128-CBC,16384,measure,4,OK,241434624.0,1.017428586999813
llvm,AES-128-CBC,16384,measure,4,OK,413433856.0,1.0178503129995988
balanced,ChaCha20-Poly1305,256,measure,4,OK,325636864.0,1.0178726639996967
ollvm-full,ChaCha20-Poly1305,256,measure,4,OK,55948288.0,1.1178630489998795
gcc,AES-128-CBC,64,measure,4,OK,375370752.0,1.0175023820002025
optimized,AES-128-CBC,8192,measure,4,OK,235446272.0,1.0175179249999928
balanced,ChaCha20-Poly1305,8192,measure,4,OK,401399808.0,1.0178066419998686
gcc,SHA-512,16384,measure,4,OK,678264832.0,1.017972842999825
llvm,SHA-512,8192,measure,4,OK,619634688.0,1.017652329000157
optimized,SHA-512,64,measure,4,OK,50353920.0,1.0177502310002637
gcc,ChaCha20-Poly1305,8192,measure,4,OK,513241212.12,1.0168966259998342
ollvm-full,SHA-512,1024,measure,4,OK,79250432.0,1.1184387299999798
balanced,AES-128-CBC,16384,measure,4,OK,371015680.0,1.018661738999981
ollvm-full,AES-128-CBC,16,measure,4,OK,8562224.0,1.1186761740000293
gcc,SHA-512,64,measure,4,OK,235435119.19,1.0177635509999163
ollvm-full,ChaCha20-Poly1305,8192,measure,4,OK,82345984.0,1.1184767649997411
balanced,AES-128-CBC,1024,measure,4,OK,355136512.0,1.0179638449999402
gcc,ChaCha20-Poly1305,256,measure,4,OK,482759424.0,1.0176964419997603
gcc,SHA-512,16,measure,4,OK,59232912.0,1.0173956560001898
gcc,AES-128-CBC,8192,measure,4,OK,383516672.0,1.0178588939998008
optimized,SHA-512,8192,measure,4,OK,236634112.0,1.0171664270001202
llvm,SHA-512,16384,measure,4,OK,657081147.47,1.017659612999978
optimized,ChaCha20-Poly1305,256,measure,4,OK,330723840.0,1.0176839720002135
balanced,AES-128-CBC,16,measure,4,OK,103484767.68,1.017364266000186
llvm,ChaCha20-Poly1305,8192,measure,4,OK,510664704.0,1.0168193519998567
llvm,ChaCha20-Poly1305,16,measure,4,OK,351086768.0,1.0175299530001212
gcc,SHA-512,1024,measure,4,OK,581260288.0,1.0177687010000227
llvm,ChaCha20-Poly1305,64,measure,4,OK,477940416.0,1.0180173919998197
gcc,ChaCha20-Poly1305,1024,measure,4,OK,506318351.52,1.0175702520000414
gcc,AES-128-CBC,256,measure,4,OK,380987648.0,1.017744632999893
llvm,ChaCha20-Poly1305,16384,measure,4,OK,513146880.0,1.0181203759998425
balanced,ChaCha20-Poly1305,16,measure,4,OK,70504896.0,1.017204754999966
ollvm-full,AES-128-CBC,16384,measure,4,OK,43597824.0,1.1182838879999508
ollvm-full,ChaCha20-Poly1305,16384,measure,4,OK,83607552.0,1.1184893290001128
llvm,SHA-512,64,measure,4,OK,250102367.68,1.0181535799997619
llvm,ChaCha20-Poly1305,1024,measure,4,OK,504586240.0,1.017893150999953
ollvm-full,AES-128-CBC,8192,measure,4,OK,43319296.0,1.1183875289998468
balanced,SHA-512,16,measure,4,OK,19689072.0,1.01875685899995
gcc,AES-128-CBC,16,measure,4,OK,355372368.0,1.0179395329996623
optimized,AES-128-CBC,1024,measure,4,OK,228191232.0,1.0170793230004165
gcc,AES-128-CBC,1024,measure,4,OK,383102976.0,1.018073682999784
balanced,SHA-512,1024,measure,4,OK,413302784.0,1.0183396490001542
gcc,ChaCha20-Poly1305,16,measure,4,OK,338555472.0,1.0177884170002471
optimized,ChaCha20-Poly1305,16384,measure,4,OK,392007886.87,1.018287837999651
optimized,ChaCha20-Poly1305,1024,measure,4,OK,369619523.23,1.0172104319999562
balanced,ChaCha20-Poly1305,1024,measure,4,OK,377026560.0,1.017099663999943
ollvm-full,SHA-512,8192,measure,4,OK,155566080.0,1.1176937179998276
optimized,ChaCha20-Poly1305,16,measure,4,OK,78961440.0,1.017575659999693
balanced,SHA-512,16384,measure,5,OK,623656960.0,1.0173291269998117
ollvm-full,ChaCha20-Poly1305,64,measure,5,OK,27860416.0,1.117658804000257
optimized,AES-128-CBC,1024,measure,5,OK,228177920.0,1.0177671019996524
gcc,AES-128-CBC,16384,measure,5,OK,380469248.0,1.0177264269996158
balanced,ChaCha20-Poly1305,8192,measure,5,OK,401219584.0,1.017260836999867
llvm,SHA-512,8192,measure,5,OK,626991104.0,1.0169164089998048
llvm,SHA-512,1024,measure,5,OK,567348224.0,1.017990202999954
llvm,ChaCha20-Poly1305,8192,measure,5,OK,511115264.0,1.0178878679998888
optimized,SHA-512,1024,measure,5,OK,185975808.0,1.0178306600000724
ollvm-full,SHA-512,16,measure,5,OK,2328048.0,1.1183167879999019
gcc,SHA-512,8192,measure,5,OK,673652736.0,1.0174656179997328
llvm,ChaCha20-Poly1305,1024,measure,5,OK,510603264.0,1.0169983870000578
llvm,SHA-512,16384,measure,5,OK,647315456.0,1.017911803000061
balanced,AES-128-CBC,1024,measure,5,OK,355339264.0,1.017878278000353
llvm,AES-128-CBC,16384,measure,5,OK,411779072.0,1.0183123830001932
llvm,SHA-512,16,measure,5,OK,61134112.0,1.0174473980000585
ollvm-full,AES-128-CBC,8192,measure,5,OK,43261952.0,1.1179538460000913
optimized,ChaCha20-Poly1305,64,measure,5,OK,228375104.0,1.018111921000127
gcc,AES-128-CBC,8192,measure,5,OK,383188992.0,1.017318759000318
optimized,AES-128-CBC,8192,measure,5,OK,240918528.0,1.0180507430000034
llvm,ChaCha20-Poly1305,256,measure,5,OK,505755904.0,1.0174614779998592
gcc,ChaCha20-Poly1305,8192,measure,5,OK,508436480.0,1.0171090149997326
gcc,ChaCha20-Poly1305,64,measure,5,OK,449062720.0,1.017651238000326
gcc,ChaCha20-Poly1305,256,measure,5,OK,478951168.0,1.0175140510000347
balanced,SHA-512,16,measure,5,OK,19959967.68,1.0174491510001644
optimized,ChaCha20-Poly1305,1024,measure,5,OK,369144832.0,1.0169504759996926
optimized,SHA-512,256,measure,5,OK,110593024.0,1.016874024000117
balanced,ChaCha20-Poly1305,256,measure,5,OK,325953024.0,1.017481873000179
ollvm-full,AES-128-CBC,16384,measure,5,OK,44733284.85,1.1174802999998974
balanced,AES-128-CBC,16384,measure,5,OK,372555776.0,1.017962190000162
llvm,ChaCha20-Poly1305,64,measure,5,OK,479271296.0,1.017722455999774
ollvm-full,SHA-512,256,measure,5,OK,29526784.0,1.1175021409999317
llvm,ChaCha20-Poly1305,16,measure,5,OK,350925712.0,1.0177614449999055
balanced,SHA-512,1024,measure,5,OK,413702144.0,1.0174322899997605
llvm,AES-128-CBC,1024,measure,5,OK,413557760.0,1.0175999470002353
ollvm-full,SHA-512,16384,measure,5,OK,170655744.0,1.1181455289997757
optimized,AES-128-CBC,16384,measure,5,OK,242548736.0,1.0184778769998957
gcc,ChaCha20-Poly1305,16384,measure,5,OK,513977664.65,1.0173750220001239
optimized,ChaCha20-Poly1305,8192,measure,5,OK,386506752.0,1.0177225759998692
ollvm-full,ChaCha20-Poly1305,256,measure,5,OK,56019006.06,1.1183337890001894
ollvm-full,ChaCha20-Poly1305,16384,measure,5,OK,83132416.0,1.1185822929996903
optimized,SHA-512,16384,measure,5,OK,240451584.0,1.0171088930001133
optimized,ChaCha20-Poly1305,16,measure,5,OK,78911872.0,1.0171714489997612
balanced,ChaCha20-Poly1305,16384,measure,5,OK,403341312.0,1.0169595460001801
ollvm-full,ChaCha20-Poly1305,16,measure,5,OK,8718160.0,1.1177419480000026
llvm,AES-128-CBC,256,measure,5,OK,410479360.0,1.0171652409999297
balanced,AES-128-CBC,64,measure,5,OK,218982272.0,1.0178147410001657
gcc,SHA-512,64,measure,5,OK,233821888.0,1.017218486999809
ollvm-full,ChaCha20-Poly1305,1024,measure,5,OK,75362262.63,1.1177702240001963
ollvm-full,SHA-512,64,measure,5,OK,9184832.0,1.1184414069998638
balanced,SHA-512,8192,measure,5,OK,594558976.0,1.0175676829999247
optimized,AES-128-CBC,64,measure,5,OK,164374367.68,1.0172296119999373
gcc,SHA-512,16384,measure,5,OK,684064768.0,1.0173747779999758
optimized,SHA-512,16,measure,5,OK,12562512.0,1.0174493330000587
balanced,ChaCha20-Poly1305,16,measure,5,OK,74416080.0,1.017258146000131
optimized,ChaCha20-Poly1305,256,measure,5,OK,329362944.0,1.0172675990002062
optimized,AES-128-CBC,256,measure,5,OK,209980672.0,1.017583093000212
gcc,SHA-512,16,measure,5,OK,58391632.0,1.0174309019998873
gcc,AES-128-CBC,1024,measure,5,OK,382344192.0,1.0164508839998234
ollvm-full,AES-128-CBC,16,measure,5,OK,8602320.0,1.1183961309998267
optimized,AES-128-CBC,16,measure,5,OK,90984624.0,1.0177340499999445
llvm,SHA-512,64,measure,5,OK,252158784.0,1.0175010699999802
balanced,SHA-512,256,measure,5,OK,211953002.02,1.0172803020000174
gcc,AES-128-CBC,256,measure,5,OK,382813184.0,1.0172304960001384
optimized,SHA-512,64,measure,5,OK,50507136.0,1.0179394829997364
gcc,AES-128-CBC,16,measure,5,OK,359641842.42,1.0177840220003418
gcc,SHA-512,1024,measure,5,OK,582493184.0,1.0178009629998996
optimized,SHA-512,8192,measure,5,OK,237469696.0,1.0176912420001827
balanced,ChaCha20-Poly1305,64,measure,5,OK,212994585.86,1.0177519619996929
balanced,SHA-512,64,measure,5,OK,78986752.0,1.017790734999835
llvm,SHA-512,256,measure,5,OK,391488768.0,1.0168791549999696
ollvm-full,ChaCha20-Poly1305,8192,measure,5,OK,82124800.0,1.118465715000184
