variant,algorithm,block_size,phase,repetition,status,bytes_per_second,elapsed_seconds
optimized,ChaCha20-Poly1305,16384,measure,5,OK,385892352.0,1.0175615590001144
balanced,AES-128-CBC,8192,measure,5,OK,370278400.0,1.0175104780000765
gcc,ChaCha20-Poly1305,16,measure,5,OK,345010585.86,1.016951686000084
balanced,AES-128-CBC,16,measure,5,OK,100181696.0,1.0164986419999877
llvm,AES-128-CBC,16,measure,5,OK,378956864.0,1.0169640980002441
balanced,ChaCha20-Poly1305,1024,measure,5,OK,374202368.0,1.017394263999904
llvm,AES-128-CBC,8192,measure,5,OK,413433856.0,1.0175705250003375
gcc,ChaCha20-Poly1305,1024,measure,5,OK,502377472.0,1.0168163059997823
ollvm-full,AES-128-CBC,256,measure,5,OK,34299904.0,1.1170942779999677
ollvm-full,AES-128-CBC,64,measure,5,OK,21358976.0,1.1179420560001745
gcc,AES-128-CBC,64,measure,5,OK,376973248.0,1.0166402899999412
balanced,AES-128-CBC,256,measure,5,OK,311431168.0,1.0170646720002878
llvm,AES-128-CBC,64,measure,5,OK,409418149.49,1.0172383350000018
gcc,SHA-512,256,measure,5,OK,405132670.71,1.0176041099998656
ollvm-full,SHA-512,1024,measure,5,OK,80196608.0,1.1184713659999943
ollvm-full,AES-128-CBC,1024,measure,5,OK,41524224.0,1.1187079819997052
llvm,ChaCha20-Poly1305,16384,measure,5,OK,515698812.12,1.017919781999808
ollvm-full,SHA-512,8192,measure,5,OK,158769152.0,1.1182800950000455
ollvm-full,ChaCha20-Poly1305,8192,measure,6,OK,83384630.3,1.118779349000306
balanced,AES-128-CBC,64,measure,6,OK,220020608.0,1.0183686329996817
llvm,SHA-512,64,measure,6,OK,247896832.0,1.0174218130000554
optimized,ChaCha20-Poly1305,64,measure,6,OK,223912640.0,1.0175451039999643
gcc,SHA-512,1024,measure,6,OK,588954117.17,1.0173762409999654
optimized,AES-128-CBC,16384,measure,6,OK,241860608.0,1.0171010990002287
llvm,SHA-512,16,measure,6,OK,62706304.0,1.017637160999584
ollvm-full,ChaCha20-Poly1305,64,measure,6,OK,28505984.0,1.117714189000253
llvm,ChaCha20-Poly1305,16384,measure,6,OK,512851968.0,1.0181888170000093
optimized,SHA-512,64,measure,6,OK,50170368.0,1.01705597199998
balanced,AES-128-CBC,1024,measure,6,OK,356161536.0,1.0177671809997264
balanced,AES-128-CBC,16,measure,6,OK,97303328.0,1.0175816810005927
ollvm-full,SHA-512,8192,measure,6,OK,155435008.0,1.117973143999734
balanced,ChaCha20-Poly1305,16384,measure,6,OK,403734528.0,1.0180542839998452
gcc,ChaCha20-Poly1305,1024,measure,6,OK,490720256.0,1.0175900229996842
optimized,SHA-512,256,measure,6,OK,110251008.0,1.024879031000637
balanced,SHA-512,16,measure,6,OK,19721840.0,1.0172283229994719
balanced,SHA-512,1024,measure,6,OK,412259328.0,1.0169566909999048
optimized,SHA-512,16,measure,6,OK,12555312.0,1.0175866220006355
gcc,AES-128-CBC,16,measure,6,OK,356222416.0,1.0176510600003894
gcc,ChaCha20-Poly1305,8192,measure,6,OK,509288448.0,1.017326203000266
gcc,SHA-512,256,measure,6,OK,399085312.0,1.0173117280000952
balanced,ChaCha20-Poly1305,1024,measure,6,OK,376617890.91,1.0176268909999635
balanced,SHA-512,256,measure,6,OK,209393920.0,1.0175132379999923
llvm,ChaCha20-Poly1305,1024,measure,6,OK,504287232.0,1.0175462819997847
gcc,SHA-512,16,measure,6,OK,58316384.0,1.0175658549997024
optimized,ChaCha20-Poly1305,1024,measure,6,OK,368587776.0,1.0173291579994839
optimized,SHA-512,1024,measure,6,OK,185694208.0,1.0174429359994974
balanced,AES-128-CBC,8192,measure,6,OK,371417088.0,1.0172104140001466
ollvm-full,SHA-512,16,measure,6,OK,2301344.0,1.117616069000178
ollvm-full,ChaCha20-Poly1305,16,measure,6,OK,8646400.0,1.1181653359999473
llvm,SHA-512,8192,measure,6,OK,649150464.0,1.0173555290002696
balanced,ChaCha20-Poly1305,256,measure,6,OK,326281984.0,1.0170826200001102
ollvm-full,SHA-512,16384,measure,6,OK,167739392.0,1.1176017410007262
llvm,ChaCha20-Poly1305,16,measure,6,OK,352517104.0,1.018254018999869
llvm,AES-128-CBC,64,measure,6,OK,406241472.0,1.0171525879995897
llvm,AES-128-CBC,8192,measure,6,OK,415277056.0,1.0175445320001018
balanced,AES-128-CBC,256,measure,6,OK,311937792.0,1.0179059869997218
balanced,SHA-512,16384,measure,6,OK,626196480.0,1.017502183999568
optimized,ChaCha20-Poly1305,16,measure,6,OK,77627600.0,1.0183025309997902
optimized,AES-128-CBC,64,measure,6,OK,163289408.0,1.0174456199993074
llvm,AES-128-CBC,1024,measure,6,OK,411277312.0,1.0180334759998004
llvm,AES-128-CBC,256,measure,6,OK,412382720.0,1.0173820569998497
ollvm-full,AES-128-CBC,256,measure,6,OK,34579968.0,1.117863593999573
llvm,SHA-512,16384,measure,6,OK,644169728.0,1.0186055759995725
ollvm-full,AES-128-CBC,64,measure,6,OK,21247030.3,1.1181333640006414
balanced,AES-128-CBC,16384,measure,6,OK,371818496.0,1.017690677000246
balanced,SHA-512,64,measure,6,OK,78450048.0,1.0172427759998754
optimized,AES-128-CBC,8192,measure,6,OK,239338795.96,1.0171807179995085
optimized,AES-128-CBC,256,measure,6,OK,213394688.0,1.0172520100004476
gcc,AES-128-CBC,8192,measure,6,OK,383361024.0,1.0172127570003795
gcc,ChaCha20-Poly1305,64,measure,6,OK,449714496.0,1.017549314000462
ollvm-full,ChaCha20-Poly1305,16384,measure,6,OK,83988686.87,1.1175193320004837
balanced,ChaCha20-Poly1305,16,measure,6,OK,71074064.0,1.016960074999588
ollvm-full,SHA-512,64,measure,6,OK,9248384.0,1.1174180090001755
optimized,ChaCha20-Poly1305,16384,measure,6,OK,385351680.0,1.0179018899998482
gcc,AES-128-CBC,64,measure,6,OK,377550272.0,1.0178562749997582
llvm,ChaCha20-Poly1305,64,measure,6,OK,479514560.0,1.017645808999987
balanced,ChaCha20-Poly1305,8192,measure,6,OK,400211968.0,1.0183546689995637
gcc,AES-128-CBC,256,measure,6,OK,381832960.0,1.0177048489995286
optimized,SHA-512,8192,measure,6,OK,240348315.15,1.0177411909999137
ollvm-full,ChaCha20-Poly1305,1024,measure,6,OK,73963520.0,1.1185590109998884
ollvm-full,ChaCha20-Poly1305,256,measure,6,OK,55816448.0,1.1185164280004756
gcc,AES-128-CBC,16384,measure,6,OK,387043038.38,1.0184247369998047
gcc,ChaCha20-Poly1305,16,measure,6,OK,343021608.08,1.0172634549999202
llvm,AES-128-CBC,16,measure,6,OK,314529776.0,1.0181884049998189
llvm,SHA-512,256,measure,6,OK,400845834.34,1.01750468299997
gcc,ChaCha20-Poly1305,256,measure,6,OK,484389376.0,1.0175935440001922
ollvm-full,AES-128-CBC,1024,measure,6,OK,41003008.0,1.1186947030000738
llvm,ChaCha20-Poly1305,256,measure,6,OK,502742272.0,1.018679790000533
llvm,AES-128-CBC,16384,measure,6,OK,413761536.0,1.0180446630001825
gcc,SHA-512,64,measure,6,OK,235326272.0,1.0180637760004174
llvm,SHA-512,1024,measure,6,OK,564060160.0,1.017231154000001
ollvm-full,AES-128-CBC,16,measure,6,OK,8717494.95,1.1181458410001142
optimized,SHA-512,16384,measure,6,OK,241106944.0,1.0182690299998285
optimized,AES-128-CBC,16,measure,6,OK,88807232.0,1.017057131999536
ollvm-full,AES-128-CBC,8192,measure,6,OK,43253760.0,1.1175110989997847
optimized,AES-128-CBC,1024,measure,6,OK,226486272.0,1.0177620059994297
optimized,ChaCha20-Poly1305,256,measure,6,OK,331910723.23,1.017627555999752
ollvm-full,SHA-512,256,measure,6,OK,29576704.0,1.1175179490001028
gcc,SHA-512,16384,measure,6,OK,678772736.0,1.017456566999499
balanced,SHA-512,8192,measure,6,OK,598636606.06,1.0167249950000041
gcc,AES-128-CBC,1024,measure,6,OK,385158464.65,1.0171020850002606
ollvm-full,AES-128-CBC,16384,measure,6,OK,43384832.0,1.1173307669996575
gcc,ChaCha20-Poly1305,16384,measure,6,OK,507281408.0,1.0173923580005066
gcc,SHA-512,8192,measure,6,OK,697097826.26,1.017364491999615
balanced,ChaCha20-Poly1305,64,measure,6,OK,206500032.0,1.0165137690000847
ollvm-full,SHA-512,1024,measure,6,OK,79470592.0,1.11743978100003
llvm,ChaCha20-Poly1305,8192,measure,6,OK,521764202.02,1.0181406960000459
optimized,ChaCha20-Poly1305,8192,measure,6,OK,386269184.0,1.0175767079999787
gcc,ChaCha20-Poly1305,1024,measure,7,OK,494892032.0,1.0179740030007451
ollvm-full,ChaCha20-Poly1305,16,measure,7,OK,8563312.0,1.1185099809999883
gcc,ChaCha20-Poly1305,256,measure,7,OK,480411392.0,1.0179349720001483
gcc,AES-128-CBC,1024,measure,7,OK,381625344.0,1.0174772820000726
optimized,AES-128-CBC,1024,measure,7,OK,231390901.01,1.0173499920001632
optimized,ChaCha20-Poly1305,16384,measure,7,OK,386547712.0,1.0179459840001073
llvm,ChaCha20-Poly1305,256,measure,7,OK,503197440.0,1.0176857100004781
optimized,AES-128-CBC,64,measure,7,OK,163707539.39,1.0170604699997057
balanced,ChaCha20-Poly1305,256,measure,7,OK,325526528.0,1.0175902929995573
ollvm-full,SHA-512,16,measure,7,OK,2293056.0,1.1173014189998867
llvm,ChaCha20-Poly1305,16384,measure,7,OK,510033920.0,1.0164586119999512
optimized,SHA-512,1024,measure,7,OK,186839040.0,1.0165078320005705
llvm,SHA-512,16,measure,7,OK,63030928.0,1.0166952270001275
gcc,SHA-512,64,measure,7,OK,235403072.0,1.0168403509997006
ollvm-full,AES-128-CBC,1024,measure,7,OK,41454592.0,1.1178882020003584
balanced,ChaCha20-Poly1305,8192,measure,7,OK,399515648.0,1.0177225830002499
llvm,SHA-512,64,measure,7,OK,254332800.0,1.0170038430005661
optimized,AES-128-CBC,8192,measure,7,OK,243683038.38,1.0178411469996718
optimized,SHA-512,16,measure,7,OK,12552384.0,1.0176695530008146
llvm,SHA-512,8192,measure,7,OK,643760128.0,1.0172585309992428
balanced,SHA-512,256,measure,7,OK,208475392.0,1.017683009999928
gcc,SHA-512,1024,measure,7,OK,581901312.0,1.0179275779992167
ollvm-full,AES-128-CBC,16,measure,7,OK,8709328.0,1.1177771069997107
ollvm-full,SHA-512,16384,measure,7,OK,167362560.0,1.1182086090002485
llvm,AES-128-CBC,1024,measure,7,OK,412452864.0,1.0181271660003404
ollvm-full,ChaCha20-Poly1305,16384,measure,7,OK,83476480.0,1.1181321410003875
optimized,ChaCha20-Poly1305,64,measure,7,OK,225558784.0,1.017484723999587
llvm,SHA-512,1024,measure,7,OK,567723008.0,1.0166852399997879
optimized,SHA-512,8192,measure,7,OK,235929600.0,1.0174112770000647
balanced,ChaCha20-Poly1305,1024,measure,7,OK,374424576.0,1.0176888509995479
gcc,SHA-512,16,measure,7,OK,58298368.0,1.0172766660007255
balanced,ChaCha20-Poly1305,64,measure,7,OK,208546585.86,1.0174692939999659
gcc,AES-128-CBC,8192,measure,7,OK,383787008.0,1.0171277970002848
optimized,ChaCha20-Poly1305,256,measure,7,OK,332215337.37,1.017005818999678
gcc,SHA-512,256,measure,7,OK,402663951.52,1.0166177909995895
ollvm-full,ChaCha20-Poly1305,1024,measure,7,OK,74697179.8,1.1175275389996386
ollvm-full,AES-128-CBC,16384,measure,7,OK,43466752.0,1.1178532820003966
optimized,AES-128-CBC,256,measure,7,OK,211422720.0,1.0174732519999452
ollvm-full,ChaCha20-Poly1305,64,measure,7,OK,27728704.0,1.1176210749999882
gcc,AES-128-CBC,256,measure,7,OK,383291474.75,1.0182345679995706
balanced,ChaCha20-Poly1305,16384,measure,7,OK,402653184.0,1.0178610140001183
ollvm-full,SHA-512,8192,measure,7,OK,157592565.66,1.117607907999627
optimized,AES-128-CBC,16,measure,7,OK,88902208.0,1.0172115180002947
balanced,AES-128-CBC,16384,measure,7,OK,371621888.0,1.0174516779998157
llvm,AES-128-CBC,16,measure,7,OK,380599344.0,1.018097064000358
balanced,SHA-512,8192,measure,7,OK,596344832.0,1.0176453290005156
gcc,ChaCha20-Poly1305,8192,measure,7,OK,506757120.0,1.0175876960001915
optimized,ChaCha20-Poly1305,1024,measure,7,OK,368776192.0,1.017402466999556
ollvm-full,SHA-512,256,measure,7,OK,29761280.0,1.1179023900003813
llvm,AES-128-CBC,8192,measure,7,OK,412540928.0,1.0175252819999514
balanced,ChaCha20-Poly1305,16,measure,7,OK,70425040.0,1.0173871310007598
balanced,AES-128-CBC,64,measure,7,OK,220179846.46,1.016619195000203
balanced,AES-128-CBC,16,measure,7,OK,96766784.0,1.017256821999581
ollvm-full,AES-128-CBC,64,measure,7,OK,21511872.0,1.1178073989995028
llvm,ChaCha20-Poly1305,16,measure,7,OK,355337842.42,1.0181223619993034
optimized,SHA-512,256,measure,7,OK,110480384.0,1.0180200899994816
ollvm-full,SHA-512,64,measure,7,OK,9212672.0,1.1178832119994695
gcc,SHA-512,16384,measure,7,OK,681279488.0,1.0180085809997763
balanced,AES-128-CBC,256,measure,7,OK,312399616.0,1.0175805990002118
balanced,SHA-512,1024,measure,7,OK,414901248.0,1.0174761909993322
balanced,AES-128-CBC,1024,measure,7,OK,354052096.0,1.0173177639999267
gcc,AES-128-CBC,16,measure,7,OK,360758173.74,1.0178857789996982
optimized,ChaCha20-Poly1305,8192,measure,7,OK,387383296.0,1.0183506839994152
llvm,ChaCha20-Poly1305,64,measure,7,OK,485209600.0,1.017560266000146
gcc,AES-128-CBC,64,measure,7,OK,377972800.0,1.017122871000538
llvm,AES-128-CBC,64,measure,7,OK,409212509.09,1.0174859710004966
optimized,SHA-512,16384,measure,7,OK,241418240.0,1.0172321230002126
gcc,ChaCha20-Poly1305,16384,measure,7,OK,489242624.0,1.0170497970002543
ollvm-full,AES-128-CBC,256,measure,7,OK,34513664.0,1.1176624279996759
balanced,AES-128-CBC,8192,measure,7,OK,372015104.0,1.0184595279997666
llvm,SHA-512,256,measure,7,OK,401101056.0,1.0180582299999514
llvm,ChaCha20-Poly1305,8192,measure,7,OK,515121152.0,1.0168325419999746
gcc,AES-128-CBC,16384,measure,7,OK,384139264.0,1.0172334720000435
optimized,ChaCha20-Poly1305,16,measure,7,OK,80317688.89,1.0169475309994596
gcc,ChaCha20-Poly1305,16,measure,7,OK,344310383.84,1.0166301460003524
optimized,SHA-512,64,measure,7,OK,49700032.0,1.016905866000343
ollvm-full,ChaCha20-Poly1305,8192,measure,7,OK,82665472.0,1.1186222710002767
optimized,AES-128-CBC,16384,measure,7,OK,233734144.0,1.0175413199995091
balanced,SHA-512,16,measure,7,OK,19763712.0,1.0182233030000134
ollvm-full,SHA-512,1024,measure,7,OK,79245312.0,1.1178791010006535
llvm,ChaCha20-Poly1305,1024,measure,7,OK,506919936.0,1.018942964999951
ollvm-full,ChaCha20-Poly1305,256,measure,7,OK,55727872.0,1.1184432770005515
ollvm-full,AES-128-CBC,8192,measure,7,OK,44327822.22,1.1189312329997847
balanced,SHA-512,16384,measure,7,OK,630439936.0,1.0177480319998722
gcc,ChaCha20-Poly1305,64,measure,7,OK,449873600.0,1.0174542469994776
balanced,SHA-512,64,measure,7,OK,78011200.0,1.0176373199992668
llvm,AES-128-CBC,256,measure,7,OK,414542610.1,1.018461335000211
gcc,SHA-512,8192,measure,7,OK,673103872.0,1.018603014999826
llvm,SHA-512,16384,measure,7,OK,653590528.0,1.0175488200002292
llvm,AES-128-CBC,16384,measure,7,OK,413155328.0,1.01827719099947
llvm,SHA-512,16,measure,8,OK,61953504.0,1.0168404260002717
balanced,AES-128-CBC,16,measure,8,OK,99667072.0,1.0177611180006352
gcc,AES-128-CBC,256,measure,8,OK,382484736.0,1.0174206110004889
llvm,AES-128-CBC,16384,measure,8,OK,414711808.0,1.017626670000027
optimized,ChaCha20-Poly1305,16384,measure,8,OK,386760704.0,1.0176033060006375
optimized,ChaCha20-Poly1305,8192,measure,8,OK,391809292.93,1.016950139999608
llvm,AES-128-CBC,64,measure,8,OK,404849792.0,1.0170682460002354
balanced,AES-128-CBC,16384,measure,8,OK,374603776.0,1.0172869799998807
llvm,SHA-512,16384,measure,8,OK,665885478.79,1.01740181400055
ollvm-full,SHA-512,16,measure,8,OK,2308896.0,1.1174389600000723
optimized,SHA-512,8192,measure,8,OK,237748224.0,1.0176083689993902
gcc,ChaCha20-Poly1305,16384,measure,8,OK,507374416.16,1.0175399590007146
llvm,ChaCha20-Poly1305,1024,measure,8,OK,510093312.0,1.0177087429992753
gcc,ChaCha20-Poly1305,8192,measure,8,OK,508231680.0,1.017262424999899
ollvm-full,SHA-512,256,measure,8,OK,29689856.0,1.1176320020003914
llvm,AES-128-CBC,1024,measure,8,OK,416453559.6,1.0176427090000288
optimized,ChaCha20-Poly1305,16,measure,8,OK,80181543.43,1.017166947000078
ollvm-full,AES-128-CBC,256,measure,8,OK,34534656.0,1.1175285330000406
optimized,AES-128-CBC,256,measure,8,OK,211394560.0,1.0173799770000187
balanced,SHA-512,16384,measure,8,OK,626475008.0,1.017576655999619
balanced,SHA-512,8192,measure,8,OK,597082112.0,1.0174153030002344
gcc,SHA-512,16,measure,8,OK,59011474.75,1.017050288000064
balanced,SHA-512,1024,measure,8,OK,413108224.0,1.0170310829998925
gcc,ChaCha20-Poly1305,256,measure,8,OK,479731968.0,1.0174398250001104
llvm,ChaCha20-Poly1305,8192,measure,8,OK,518247434.34,1.0175830289999794
ollvm-full,SHA-512,64,measure,8,OK,9283904.0,1.1180728710005496
optimized,ChaCha20-Poly1305,1024,measure,8,OK,372306747.47,1.0180771499999537
ollvm-full,SHA-512,1024,measure,8,OK,80349184.0,1.1178276959999494
optimized,AES-128-CBC,1024,measure,8,OK,234597376.0,1.0178602349997163
optimized,AES-128-CBC,64,measure,8,OK,162323520.0,1.0166324660003738
optimized,SHA-512,64,measure,8,OK,50216064.0,1.0167393310002808
ollvm-full,AES-128-CBC,8192,measure,8,OK,44056576.0,1.117222237000533
llvm,SHA-512,1024,measure,8,OK,566217728.0,1.0177960599994549
balanced,AES-128-CBC,8192,measure,8,OK,370745344.0,1.0165863929996704
ollvm-full,AES-128-CBC,16384,measure,8,OK,43614208.0,1.1175319899994065
llvm,ChaCha20-Poly1305,64,measure,8,OK,483060040.4,1.0176094779999403
ollvm-full,SHA-512,16384,measure,8,OK,171032576.0,1.1171217699993576
balanced,AES-128-CBC,64,measure,8,OK,219539712.0,1.0172013530000186
gcc,AES-128-CBC,1024,measure,8,OK,383457280.0,1.0174534790003236
gcc,AES-128-CBC,16,measure,8,OK,357245280.0,1.0175926359997902
gcc,SHA-512,1024,measure,8,OK,583009280.0,1.0182912440004657
optimized,ChaCha20-Poly1305,64,measure,8,OK,223594112.0,1.0176956109999082
balanced,ChaCha20-Poly1305,256,measure,8,OK,318001920.0,1.0172956739997971
balanced,ChaCha20-Poly1305,1024,measure,8,OK,376163328.0,1.017506914000478
llvm,ChaCha20-Poly1305,256,measure,8,OK,503650816.0,1.017501866999737
ollvm-full,ChaCha20-Poly1305,64,measure,8,OK,28193292.93,1.1181079030002365
optimized,SHA-512,1024,measure,8,OK,186938368.0,1.018002339999839
llvm,AES-128-CBC,256,measure,8,OK,410881024.0,1.0173854510003366
optimized,SHA-512,16384,measure,8,OK,239534080.0,1.0168511369993212
ollvm-full,AES-128-CBC,1024,measure,8,OK,41009152.0,1.1175420740000845
balanced,ChaCha20-Poly1305,8192,measure,8,OK,401178624.0,1.0181367690001935
gcc,SHA-512,8192,measure,8,OK,678862848.0,1.0172612710002795
ollvm-full,AES-128-CBC,16,measure,8,OK,8595264.65,1.1171502719998898
optimized,ChaCha20-Poly1305,256,measure,8,OK,328509952.0,1.017264060999878
gcc,SHA-512,16384,measure,8,OK,687243264.0,1.0170423589997881
llvm,SHA-512,256,measure,8,OK,402854656.0,1.0165429050002786
gcc,ChaCha20-Poly1305,64,measure,8,OK,452040576.0,1.0168097129999296
gcc,ChaCha20-Poly1305,16,measure,8,OK,340985072.0,1.0170655069996428
gcc,SHA-512,64,measure,8,OK,234200896.0,1.0170630020002136
balanced,ChaCha20-Poly1305,16,measure,8,OK,72643280.81,1.0169665450002867
balanced,AES-128-CBC,1024,measure,8,OK,355825664.0,1.01763069000026
optimized,SHA-512,256,measure,8,OK,110583808.0,1.017100637999647
gcc,AES-128-CBC,64,measure,8,OK,375672704.0,1.0173757949996798
llvm,AES-128-CBC,16,measure,8,OK,381173808.0,1.0171388349999688
balanced,ChaCha20-Poly1305,16384,measure,8,OK,405749760.0,1.0174650170001769
gcc,AES-128-CBC,8192,measure,8,OK,383926272.0,1.017461221999838
optimized,AES-128-CBC,16384,measure,8,OK,241647616.0,1.0175083250005628
balanced,SHA-512,64,measure,8,OK,78798016.0,1.0176265190002596
ollvm-full,ChaCha20-Poly1305,16,measure,8,OK,8801328.0,1.1181684759994823
llvm,SHA-512,64,measure,8,OK,248949184.0,1.0174084959999163
ollvm-full,ChaCha20-Poly1305,256,measure,8,OK,55631104.0,1.1179666799998813
llvm,ChaCha20-Poly1305,16384,measure,8,OK,510623744.0,1.0181790100004946
ollvm-full,ChaCha20-Poly1305,8192,measure,8,OK,82739200.0,1.1181114510000043
balanced,AES-128-CBC,256,measure,8,OK,312954112.0,1.0182107410000754
ollvm-full,ChaCha20-Poly1305,1024,measure,8,OK,75068509.09,1.118783175000317
balanced,SHA-512,256,measure,8,OK,207501312.0,1.018818824999471
llvm,AES-128-CBC,8192,measure,8,OK,414064640.0,1.0181721429999016
ollvm-full,AES-128-CBC,64,measure,8,OK,21600640.0,1.1189743840004667
gcc,ChaCha20-Poly1305,1024,measure,8,OK,501587968.0,1.0183840660001806
llvm,ChaCha20-Poly1305,16,measure,8,OK,355854109.09,1.017885486000523
balanced,SHA-512,16,measure,8,OK,19820608.0,1.0180358640000122
ollvm-full,ChaCha20-Poly1305,16384,measure,8,OK,82886656.0,1.11792681299994
optimized,AES-128-CBC,16,measure,8,OK,86154880.0,1.0679548240004806
optimized,AES-128-CBC,8192,measure,8,OK,241614848.0,1.0184873829994103
gcc,AES-128-CBC,16384,measure,8,OK,383975424.0,1.0172844169992459
ollvm-full,SHA-512,8192,measure,8,OK,156180480.0,1.1178307509999286
balanced,ChaCha20-Poly1305,64,measure,8,OK,203954752.0,1.0182760690004216
llvm,SHA-512,8192,measure,8,OK,640073728.0,1.0181776219997118
gcc,SHA-512,256,measure,8,OK,401057536.0,1.0179531060002773
optimized,SHA-512,16,measure,8,OK,12540032.0,1.0179897109992453
optimized,ChaCha20-Poly1305,256,measure,9,OK,327058176.0,1.0181268930000442
balanced,SHA-512,16384,measure,9,OK,623345664.0,1.0182138000000123
llvm,AES-128-CBC,16384,measure,9,OK,414269440.0,1.0178947430003973
llvm,SHA-512,16,measure,9,OK,63186336.0,1.0179863069997737
ollvm-full,AES-128-CBC,16,measure,9,OK,8885204.04,1.118631280000045
ollvm-full,SHA-512,256,measure,9,OK,29864192.0,1.1193031129996598
llvm,ChaCha20-Poly1305,16384,measure,9,OK,516278044.44,1.0186974719999853
balanced,AES-128-CBC,64,measure,9,OK,217463872.0,1.0186897000003228
optimized,SHA-512,8192,measure,9,OK,237527040.0,1.0184934240005532
balanced,ChaCha20-Poly1305,8192,measure,9,OK,404825470.71,1.0183315140002378
gcc,ChaCha20-Poly1305,64,measure,9,OK,450859840.0,1.0175927069994941
ollvm-full,ChaCha20-Poly1305,1024,measure,9,OK,74971136.0,1.1183186859998386
optimized,AES-128-CBC,1024,measure,9,OK,230293504.0,1.0185867910004163
balanced,SHA-512,64,measure,9,OK,79237696.0,1.0184223759997622
balanced,SHA-512,256,measure,9,OK,208733952.0,1.0180563260000781
balanced,AES-128-CBC,16384,measure,9,OK,372195328.0,1.0173534630002905
optimized,AES-128-CBC,16,measure,9,OK,85005792.0,1.0176457769994158
ollvm-full,ChaCha20-Poly1305,8192,measure,9,OK,82771968.0,1.1178518080005233
llvm,AES-128-CBC,256,measure,9,OK,410895616.0,1.018948812000417
llvm,ChaCha20-Poly1305,16,measure,9,OK,351248352.0,1.0177467449993856
gcc,SHA-512,64,measure,9,OK,234094848.0,1.0173785910001243
optimized,SHA-512,16384,measure,9,OK,242052913.13,1.017262825999751
optimized,SHA-512,16,measure,9,OK,12677624.24,1.0173034649997135
gcc,SHA-512,256,measure,9,OK,400507136.0,1.0175620589998289
balanced,SHA-512,1024,measure,9,OK,417037963.64,1.0183809979998841
ollvm-full,AES-128-CBC,64,measure,9,OK,21357312.0,1.1187030680002863
optimized,AES-128-CBC,8192,measure,9,OK,241483776.0,1.017225153000254
llvm,SHA-512,256,measure,9,OK,401765376.0,1.0174895460004336
optimized,ChaCha20-Poly1305,8192,measure,9,OK,390228816.16,1.0173293839998223
optimized,SHA-512,64,measure,9,OK,50217600.0,1.0172111770007177
balanced,AES-128-CBC,1024,measure,9,OK,355761152.0,1.0171012869996048
balanced,ChaCha20-Poly1305,64,measure,9,OK,204250304.0,1.017059939000319
ollvm-full,SHA-512,16,measure,9,OK,2301856.0,1.1180937409999387
llvm,AES-128-CBC,64,measure,9,OK,398054272.0,1.0179178859998501
gcc,ChaCha20-Poly1305,256,measure,9,OK,481623296.0,1.0170901319997938
llvm,SHA-512,64,measure,9,OK,252799360.0,1.0174085379994722
gcc,SHA-512,1024,measure,9,OK,592311296.0,1.0175307199997405
optimized,ChaCha20-Poly1305,16384,measure,9,OK,387645440.0,1.017016813999362
gcc,ChaCha20-Poly1305,1024,measure,9,OK,503514112.0,1.0173357319999923
gcc,ChaCha20-Poly1305,16,measure,9,OK,343228560.0,1.0176636470005178
gcc,AES-128-CBC,256,measure,9,OK,383438848.0,1.0172470649995375
ollvm-full,ChaCha20-Poly1305,16384,measure,9,OK,83972137.37,1.1176238660000308
optimized,ChaCha20-Poly1305,1024,measure,9,OK,368983040.0,1.017944078000255
llvm,AES-128-CBC,16,measure,9,OK,380565632.0,1.0175014030000966
balanced,ChaCha20-Poly1305,16384,measure,9,OK,405618688.0,1.0173619359993609
balanced,AES-128-CBC,16,measure,9,OK,97316336.0,1.017377411999405
ollvm-full,SHA-512,8192,measure,9,OK,158769152.0,1.1181387289998383
ollvm-full,SHA-512,16384,measure,9,OK,170819584.0,1.1179632619996482
llvm,ChaCha20-Poly1305,64,measure,9,OK,477283264.0,1.0178156769998168
optimized,ChaCha20-Poly1305,64,measure,9,OK,222798912.0,1.0175398519995724
llvm,AES-128-CBC,1024,measure,9,OK,414097408.0,1.0173912320005911
balanced,SHA-512,16,measure,9,OK,19844080.0,1.0177862040000036
ollvm-full,SHA-512,1024,measure,9,OK,80197632.0,1.1178742439997222
llvm,ChaCha20-Poly1305,1024,measure,9,OK,516431127.27,1.0179147799999555
optimized,AES-128-CBC,16384,measure,9,OK,236355584.0,1.0171720210000785
ollvm-full,SHA-512,64,measure,9,OK,9227712.0,1.1181456599997546
llvm,ChaCha20-Poly1305,256,measure,9,OK,503086592.0,1.0171646720000354
llvm,SHA-512,16384,measure,9,OK,657260544.0,1.0174568599995837
ollvm-full,AES-128-CBC,16384,measure,9,OK,44253184.0,1.118131908999203
balanced,ChaCha20-Poly1305,16,measure,9,OK,71924368.0,1.0178244709995852
gcc,AES-128-CBC,8192,measure,9,OK,384557056.0,1.0177389979999134
ollvm-full,AES-128-CBC,1024,measure,9,OK,40998912.0,1.117765435000365
ollvm-full,ChaCha20-Poly1305,256,measure,9,OK,55720448.0,1.118449685000087
balanced,AES-128-CBC,8192,measure,9,OK,373039104.0,1.0178159499992034
gcc,ChaCha20-Poly1305,8192,measure,9,OK,510083072.0,1.016665801000272
ollvm-full,ChaCha20-Poly1305,64,measure,9,OK,28468800.0,1.1175110029998905
llvm,ChaCha20-Poly1305,8192,measure,9,OK,509714432.0,1.017777448999368
